,kod,data,kolichestvo
13745,ЦБ017019,2023-05-22 15:15:17,3
13746,00004365,2023-05-22 15:15:17,2
13747,ЦБ019697,2023-05-31 12:57:26,2
13748,ЦБ018365,2023-05-31 12:57:26,1
13749,ЦБ008402,2023-05-31 12:57:26,1
13752,ЦБ002096,2023-12-04 14:48:20,2
13753,ЦБ021649,2023-12-15 14:31:54,1
13756,ЦБ000826,2023-06-28 12:52:12,1
13758,ЦБ011244,2023-06-30 12:54:26,4
13759,ЦБ022232,2023-06-30 12:54:26,2
13760,00004128,2023-06-30 12:54:26,20
13761,ЦБ021647,2023-06-30 12:54:26,2
13762,ЦБ004107,2023-06-30 12:54:26,2
13764,ЦБ014347,2023-06-30 12:54:26,2
13766,ЦБ010100,2023-06-30 12:54:26,4
13767,00003736,2023-06-30 12:54:26,1
13768,ЦБ011181,2023-06-30 12:54:26,1
13770,ЦБ017716,2023-06-30 16:50:21,4
13771,00004780,2023-06-30 16:50:21,4
13772,ЦБ019547,2023-06-30 16:50:21,20
13773,ЦБ014422,2023-12-15 14:31:54,1
13774,ЦБ017816,2023-05-31 12:57:26,1
13775,00004339,2023-05-31 12:57:26,2
13777,ЦБ019274,2023-05-31 12:57:26,3
13779,ЦБ011868,2023-05-31 12:57:26,1
13780,ЦБ010868,2023-05-31 12:57:26,2
13781,ЦБ010792,2023-05-31 12:57:26,3
13782,ЦБ019649,2023-05-31 12:57:26,20
13783,ЦБ001551,2023-05-31 12:57:26,4
13784,ЦБ010363,2023-05-31 12:57:26,2
13785,ЦБ018742,2023-05-31 12:57:26,2
13786,ЦБ003305,2023-05-31 12:57:26,4
13787,00004656,2023-05-31 12:57:26,5
13788,00004165,2023-05-31 12:57:47,1
13791,ЦБ019554,2023-05-31 12:59:06,2
13792,ЦБ006269,2023-05-31 12:59:06,2
13793,ЦБ023186,2023-05-31 12:59:06,2
13795,ЦБ012902,2023-05-31 12:59:06,1
13797,ЦБ016165,2023-05-31 12:59:06,2
13798,ЦБ016816,2023-05-31 12:59:06,1
13799,ЦБ016818,2023-05-31 12:59:06,1
13800,ЦБ003059,2023-05-31 12:59:06,1
13801,ЦБ021068,2023-05-31 12:59:06,1
13803,ЦБ012984,2023-05-31 12:59:06,1
13804,ЦБ009140,2023-05-31 12:59:06,2
13805,ЦБ016812,2023-05-31 12:59:06,2
13807,00004654,2023-05-31 12:59:06,1
13808,ЦБ001741,2023-05-31 12:59:06,1
13809,ЦБ001778,2023-05-31 12:59:06,1
13810,ЦБ015753,2023-05-31 12:59:06,5
13811,00004657,2023-05-31 15:21:37,1
13812,ЦБ021116,2023-05-31 15:21:37,1
13813,00004658,2023-05-31 15:21:37,1
13814,ЦБ018366,2023-05-31 15:21:37,2
13815,ЦБ018378,2023-05-31 15:21:37,3
13816,ЦБ018372,2023-05-31 15:21:37,1
13817,ЦБ018373,2023-05-31 15:21:37,3
13818,ЦБ018419,2023-05-31 15:21:37,3
13819,ЦБ018619,2023-05-31 15:21:37,4
13820,00003838,2023-05-31 15:21:37,1
13821,ЦБ021325,2023-05-31 15:21:37,2
13823,ЦБ018568,2023-05-31 15:23:14,2
13825,ЦБ022511,2023-05-31 15:24:19,2
13828,ЦБ015564,2023-06-19 12:13:39,1
13829,ЦБ012731,2023-06-19 12:13:39,2
13830,ЦБ020959,2023-06-19 12:13:39,1
13831,ЦБ004865,2023-06-19 12:13:39,1
13832,00004431,2023-06-19 12:13:39,1
13833,ЦБ003485,2023-05-31 16:29:22,2
13834,ЦБ005417,2023-05-31 16:38:41,2
13835,ЦБ002725,2023-05-31 16:39:02,2
13836,ЦБ002728,2023-05-31 16:39:02,2
13837,ЦБ019310,2023-05-31 17:05:26,2
13838,ЦБ016087,2023-08-09 15:56:47,1
13839,ЦБ020725,2023-08-09 15:56:47,1
13840,ЦБ013316,2023-08-09 15:57:34,3
13841,ЦБ022961,2023-08-09 15:58:05,1
13842,ЦБ002373,2023-08-09 15:58:23,1
13844,ЦБ015835,2023-11-20 12:56:33,2
13845,ЦБ001980,2023-06-01 11:16:58,1
13846,ЦБ018414,2023-06-01 11:16:58,2
13847,ЦБ017816,2023-06-01 11:16:58,2
13848,ЦБ016768,2023-06-01 11:16:58,2
13849,00004559,2023-06-01 11:16:58,2
13850,ЦБ021339,2023-06-01 11:16:58,1
13851,ЦБ021610,2023-06-01 11:16:58,3
13853,ЦБ007294,2023-06-01 11:51:18,2
13855,ЦБ011236,2023-06-01 11:51:18,2
13856,00003991,2023-06-01 12:39:49,3
13857,ЦБ021681,2023-06-01 12:39:49,2
13858,ЦБ015279,2023-06-01 12:51:30,2
13859,00004660,2023-06-01 14:49:09,1
13860,ЦБ018393,2023-06-20 11:26:38,1
13861,ЦБ017603,2023-06-20 11:26:38,1
13862,ЦБ017604,2023-06-20 11:26:38,1
13863,ЦБ002977,2023-06-20 11:26:38,1
13866,ЦБ004466,2023-06-20 11:26:38,4
13867,ЦБ023450,2023-06-20 11:26:38,1
13868,00004733,2023-06-19 14:19:08,4
13869,ЦБ010671,2023-06-19 14:19:08,4
13871,00004734,2023-06-19 14:19:08,1
13872,ЦБ010352,2023-06-19 14:19:08,1
13873,00003120,2023-06-19 14:19:08,1
13874,ЦБ016225,2023-06-19 14:19:08,4
13875,00004131,2023-06-19 14:19:08,12
13876,00004175,2023-06-19 14:19:08,1
13879,ЦБ021639,2023-06-01 15:56:36,1
13880,ЦБ018736,2023-06-01 15:56:36,1
13881,ЦБ019070,2023-06-01 16:07:03,2
13883,ЦБ015082,2023-06-01 16:09:47,2
13884,00003547,2023-06-01 16:09:47,3
13885,ЦБ002725,2023-06-01 16:09:47,1
13886,ЦБ002728,2023-06-01 16:09:47,1
13887,ЦБ013166,2023-06-01 16:09:47,2
13888,00004661,2023-06-01 16:09:47,2
13891,ЦБ005987,2023-06-01 16:09:47,2
13893,00004662,2023-06-01 16:09:47,1
13894,ЦБ001735,2023-06-01 16:09:47,5
13895,ЦБ009529,2023-06-01 16:09:47,2
13896,ЦБ009531,2023-06-01 16:09:47,1
13897,ЦБ018096,2023-06-01 16:15:54,2
13899,ЦБ018155,2023-06-01 16:39:13,2
13900,ЦБ018053,2023-06-01 16:40:07,2
13901,00004813,2023-11-20 12:58:22,1
13904,ЦБ023586,2023-11-20 12:58:47,2
13906,ЦБ004466,2023-12-25 16:12:55,2
13908,ЦБ018434,2023-06-02 11:49:59,1
13909,ЦБ008604,2023-06-02 11:49:59,1
13911,ЦБ017941,2023-06-02 11:52:30,1
13913,00003864,2023-06-02 11:52:30,1
13914,00003735,2023-06-02 11:52:30,1
13915,ЦБ021335,2023-06-02 11:49:59,1
13916,ЦБ014684,2023-06-02 11:53:20,1
13917,ЦБ018583,2023-06-02 11:54:00,2
13918,00003254,2023-07-27 16:18:14,1
13919,ЦБ003305,2023-11-20 12:58:47,3
13920,ЦБ018404,2023-06-19 15:04:47,3
13921,ЦБ018742,2023-06-19 15:04:47,2
13922,ЦБ002362,2023-06-19 15:06:26,6
13923,00005093,2023-11-20 12:58:47,2
13924,ЦБ021024,2023-12-04 14:49:06,1
13927,00005876,2024-08-12 14:04:25,1
13929,ЦБ019629,2024-01-09 12:45:25,1
13930,ЦБ021339,2024-01-09 12:45:25,1
13931,ЦБ002103,2024-01-09 12:45:49,1
13932,ЦБ003127,2024-01-09 12:46:14,4
13933,ЦБ017696,2023-08-21 15:38:36,2
13936,ЦБ018409,2023-08-21 15:38:36,1
13937,ЦБ019055,2023-06-20 14:26:46,2
13939,00004015,2023-06-20 14:26:46,4
13940,ЦБ012030,2023-06-20 14:26:46,2
13941,00004665,2023-06-02 16:30:59,1
13942,ЦБ011315,2023-06-02 16:30:59,20
13943,ЦБ007261,2023-06-02 16:30:59,14
13944,ЦБ023687,2023-06-02 16:30:59,5
13945,ЦБ005365,2023-06-02 16:30:59,1
13946,ЦБ010669,2023-06-02 16:30:59,4
13947,ЦБ022320,2023-06-02 16:30:59,1
13948,00004667,2023-06-02 16:30:59,1
13949,ЦБ010336,2023-06-02 16:30:59,1
13951,ЦБ002603,2023-06-02 16:30:59,3
13954,00004365,2023-06-02 16:30:59,5
13955,00003774,2023-06-02 16:33:08,200
13959,ЦБ022854,2023-06-02 16:52:12,10
13960,ЦБ015770,2023-06-20 14:26:46,1
13961,00004715,2023-06-20 14:26:46,1
13963,ЦБ002762,2023-06-20 14:26:46,6
13964,ЦБ008379,2023-06-20 14:26:46,2
13965,ЦБ010264,2023-06-20 14:26:46,1
13966,00004736,2023-06-20 14:26:46,1
13967,ЦБ020567,2023-06-20 14:26:46,2
13968,ЦБ018395,2023-06-20 14:50:42,2
13969,ЦБ001338,2023-07-27 16:19:05,4
13971,ЦБ021647,2023-08-09 15:54:52,1
13972,00003957,2023-06-05 10:54:06,1
13974,ЦБ018717,2023-06-05 10:54:06,3
13975,00004545,2023-06-05 10:56:42,1
13976,ЦБ023548,2023-06-05 10:56:42,2
13977,ЦБ018434,2023-06-05 10:56:42,2
13978,ЦБ008586,2023-06-05 10:56:42,10
13979,ЦБ020508,2023-06-05 10:56:42,1
13980,ЦБ022790,2023-06-05 10:56:42,1
13981,ЦБ015528,2023-06-05 10:56:42,1
13983,ЦБ023104,2023-06-05 10:56:42,2
13984,ЦБ018742,2023-06-05 10:56:42,2
13986,ЦБ010264,2023-06-05 10:57:11,1
13987,ЦБ009005,2023-06-05 10:57:11,2
13988,00004273,2023-06-05 10:57:24,2
13989,ЦБ003040,2023-06-05 10:57:24,3
13990,ЦБ002778,2023-07-27 16:49:36,2
13991,00004830,2023-07-27 16:49:36,2
13992,ЦБ020319,2023-07-27 16:49:36,1
13993,ЦБ008934,2023-07-27 16:49:36,2
13994,ЦБ001329,2023-07-27 16:49:36,1
13998,ЦБ007271,2023-07-27 16:49:36,3
13999,ЦБ020075,2023-07-27 16:49:36,10
14000,ЦБ019527,2023-07-27 16:49:36,1
14001,ЦБ012996,2023-07-27 16:49:36,3
14003,ЦБ003127,2023-12-04 15:31:22,2
14004,00005277,2023-12-05 11:49:02,2
14005,00004153,2023-06-20 14:49:47,20
14008,00003865,2023-06-20 14:49:47,200
14009,ЦБ021225,2023-11-20 12:59:50,2
14010,ЦБ021405,2023-06-26 16:01:30,4
14011,ЦБ010669,2023-06-26 16:01:30,4
14013,ЦБ022818,2023-06-26 16:01:30,1
14014,ЦБ022790,2023-06-26 16:01:30,1
14015,ЦБ004335,2023-06-26 16:01:30,2
14016,ЦБ021610,2023-06-26 16:01:30,5
14017,ЦБ010478,2023-06-26 16:01:30,2
14020,ЦБ021419,2024-05-08 12:16:28,2
14021,ЦБ022521,2024-05-08 12:16:28,1
14022,00006066,2024-08-12 14:04:25,1
14023,00004554,2023-12-04 15:32:01,2
14024,ЦБ008032,2023-12-04 15:32:01,2
14027,ЦБ017506,2023-12-18 10:20:21,4
14029,ЦБ016858,2023-08-09 15:54:52,3
14030,ЦБ011217,2023-08-09 15:54:52,1
14031,00004254,2023-08-09 15:54:52,1
14033,ЦБ010792,2023-08-09 15:54:52,1
14034,ЦБ013646,2023-08-09 15:54:52,1
14035,ЦБ011001,2023-08-09 15:54:52,4
14036,ЦБ016373,2023-08-21 15:38:36,2
14037,ЦБ004466,2023-08-21 15:38:36,2
14038,ЦБ022830,2023-08-21 15:38:36,2
14039,ЦБ022864,2023-08-21 15:38:36,1
14040,00003819,2023-08-21 15:38:36,1
14041,ЦБ023094,2023-08-21 15:38:36,4
14043,00004954,2023-08-24 15:51:38,3
14044,ЦБ010334,2023-08-29 12:09:07,1
14045,ЦБ018788,2023-08-29 12:09:07,2
14046,ЦБ001774,2023-06-30 12:54:26,2
14048,00004381,2023-06-30 16:54:34,1
14054,ЦБ023473,2023-06-21 12:45:31,1
14055,ЦБ009495,2024-05-31 15:25:05,1
14059,00004897,2023-08-09 15:58:46,1
14061,ЦБ018555,2023-08-21 16:47:59,10
14062,ЦБ023548,2023-08-21 16:47:59,2
14063,ЦБ018404,2023-08-21 16:47:59,10
14065,ЦБ023486,2024-05-31 15:25:05,1
14066,ЦБ005665,2024-05-31 15:27:38,3
14067,ЦБ018716,2023-08-29 12:09:07,3
14068,ЦБ021256,2023-08-29 12:09:07,2
14069,ЦБ018738,2023-08-29 12:09:07,2
14070,ЦБ021378,2023-08-29 12:09:07,3
14071,ЦБ016491,2023-08-29 12:09:07,4
14074,00003694,2024-06-10 16:01:09,1
14075,ЦБ018400,2023-06-20 14:58:28,2
14076,00004737,2023-06-20 14:58:28,2
14077,ЦБ021892,2023-06-20 14:58:45,1
14078,ЦБ004935,2024-08-12 14:04:25,3
14080,ЦБ019191,2023-06-05 12:05:56,1
14081,ЦБ001262,2023-06-05 12:05:56,2
14082,ЦБ002747,2023-06-05 12:05:56,2
14083,ЦБ002746,2023-06-05 12:05:56,2
14084,ЦБ023268,2023-06-05 12:05:56,2
14089,00004604,2023-06-05 12:05:56,1
14090,ЦБ005659,2023-06-05 12:05:56,2
14091,ЦБ023146,2023-06-05 12:05:56,4
14092,ЦБ023398,2023-06-05 12:05:56,1
14093,ЦБ014262,2023-06-05 12:05:56,3
14094,ЦБ023503,2023-06-05 12:05:56,2
14095,ЦБ004070,2023-06-05 12:05:56,2
14096,ЦБ022450,2023-06-05 12:05:56,1
14097,ЦБ006882,2023-06-05 12:05:56,2
14098,ЦБ017521,2023-06-05 12:05:56,2
14100,ЦБ003155,2023-06-05 12:05:56,2
14101,ЦБ018583,2023-06-05 12:05:56,1
14102,ЦБ011316,2023-06-05 12:05:56,1
14103,00004679,2023-06-05 12:05:56,2
14104,ЦБ004935,2023-06-05 12:05:56,5
14105,ЦБ019948,2023-06-05 12:05:56,2
14106,00004409,2023-06-05 12:05:56,1
14107,ЦБ001762,2023-06-05 12:05:56,1
14108,ЦБ017132,2023-06-05 12:05:56,1
14109,ЦБ001777,2023-06-05 12:05:56,1
14110,00004536,2023-06-05 12:05:56,10
14111,ЦБ005786,2023-06-05 12:05:56,1
14112,00004681,2023-06-05 12:06:37,1
14113,00004682,2023-06-05 12:06:37,1
14115,00004683,2023-06-05 12:50:06,2
14116,ЦБ021276,2023-06-05 12:50:06,10
14117,00003869,2023-06-05 12:50:06,1
14118,00003688,2023-06-21 14:14:15,2
14119,00004761,2023-06-27 12:06:42,1
14120,00004209,2024-08-12 14:04:25,4
14121,ЦБ015564,2023-06-21 14:16:17,1
14122,ЦБ003060,2024-08-12 14:04:25,3
14123,ЦБ010264,2024-08-12 14:04:25,2
14126,00004435,2024-05-24 15:21:29,2
14128,00003965,2024-05-24 15:21:29,50
14129,ЦБ020202,2024-08-12 14:04:25,2
14130,ЦБ023191,2024-10-02 17:12:58,1
14133,ЦБ021785,2023-12-18 10:19:36,1
14134,00004197,2023-06-05 15:50:57,4
14136,ЦБ014485,2023-06-05 15:50:57,2
14139,ЦБ010557,2023-06-05 15:50:57,2
14140,00004513,2023-06-05 15:50:57,5
14142,ЦБ020776,2024-01-12 16:57:05,6
14143,ЦБ004111,2024-01-12 16:57:05,1
14144,ЦБ002105,2024-01-12 16:57:05,2
14145,ЦБ023228,2023-06-27 14:01:52,2
14146,ЦБ010088,2023-06-27 14:01:52,4
14147,ЦБ002868,2023-06-27 14:01:52,2
14148,ЦБ002874,2023-06-27 14:01:52,6
14149,ЦБ002870,2023-06-27 14:01:52,7
14150,00004297,2023-06-27 14:03:21,2
14151,ЦБ002362,2023-06-27 14:03:21,4
14154,ЦБ017204,2023-06-28 16:36:25,2
14155,ЦБ001980,2023-06-28 16:36:25,7
14156,ЦБ023108,2023-06-28 16:36:25,3
14158,00003492,2023-12-18 10:33:48,5
14160,ЦБ010656,2023-12-26 14:15:02,3
14161,ЦБ010900,2023-06-06 12:40:01,2
14162,ЦБ015869,2023-06-06 12:40:01,6
14163,ЦБ022697,2023-06-06 12:40:01,1
14164,00004012,2023-06-06 12:40:01,2
14165,ЦБ018356,2023-06-06 12:40:35,4
14166,ЦБ016165,2023-06-06 12:40:35,4
14167,ЦБ010222,2023-06-06 12:40:35,1
14168,ЦБ008080,2023-06-06 12:40:35,1
14169,ЦБ020130,2023-06-06 12:40:35,3
14170,ЦБ020057,2023-06-06 12:40:35,10
14174,ЦБ002362,2023-06-06 12:42:22,2
14175,ЦБ017341,2023-06-06 12:42:22,3
14176,ЦБ020132,2023-06-06 12:42:22,2
14177,ЦБ021049,2023-06-06 12:42:22,1
14178,ЦБ018917,2023-06-06 12:42:22,2
14181,ЦБ002750,2023-06-21 14:22:27,5
14185,ЦБ021170,2023-06-21 14:22:27,1
14186,ЦБ015699,2023-06-21 14:22:27,1
14187,ЦБ021163,2023-06-27 14:02:30,1
14188,ЦБ016806,2023-06-27 14:02:30,1
14189,ЦБ003170,2023-06-27 14:02:30,1
14190,ЦБ010338,2023-06-27 14:02:30,3
14191,ЦБ021946,2023-06-27 14:02:30,10
14193,00003511,2023-06-27 14:03:02,1
14194,ЦБ018432,2023-06-27 14:03:02,1
14195,ЦБ005541,2023-11-20 14:35:04,1
14197,ЦБ003518,2023-11-20 14:35:04,1
14198,ЦБ021554,2023-12-05 12:17:43,1
14199,ЦБ022539,2023-08-21 16:48:28,1
14202,ЦБ004880,2023-08-29 12:11:39,1
14203,ЦБ002701,2023-08-29 16:34:36,2
14204,ЦБ010911,2023-08-29 16:34:36,4
14205,ЦБ022269,2023-08-29 16:34:36,4
14206,ЦБ010430,2023-08-29 16:34:36,1
14207,00004839,2023-11-20 16:02:26,1
14209,00004885,2023-08-09 16:36:16,1
14211,ЦБ004085,2023-08-09 16:36:16,1
14212,ЦБ007346,2023-08-09 16:36:16,2
14213,ЦБ020319,2023-08-09 16:36:16,1
14214,ЦБ013165,2023-08-09 16:36:16,1
14215,ЦБ011949,2023-08-09 16:36:16,2
14216,ЦБ012264,2023-08-09 16:36:16,1
14217,ЦБ006794,2023-08-09 16:36:16,1
14219,00004750,2023-08-09 16:36:16,1
14220,ЦБ018446,2023-08-10 12:12:11,2
14221,00003986,2023-08-10 12:12:11,2
14222,ЦБ021543,2023-08-10 12:12:11,2
14223,ЦБ012580,2023-08-10 12:12:11,1
14224,ЦБ019581,2023-08-10 12:12:11,2
14225,ЦБ005212,2023-08-10 12:12:11,1
14226,ЦБ017503,2023-08-10 12:12:11,1
14228,ЦБ002716,2023-06-21 15:11:22,1
14229,ЦБ011198,2023-06-21 15:11:22,2
14231,ЦБ021878,2023-07-28 14:59:31,1
14232,ЦБ022281,2023-07-28 14:59:31,2
14233,ЦБ008876,2023-07-28 14:59:31,2
14234,ЦБ021964,2023-07-28 14:59:31,2
14238,ЦБ011316,2023-07-28 14:59:31,4
14239,ЦБ018721,2023-07-28 14:59:31,2
14241,ЦБ017769,2023-06-06 17:22:25,4
14242,ЦБ002747,2023-06-06 17:22:25,3
14243,ЦБ002746,2023-06-06 17:22:25,3
14244,ЦБ004063,2023-06-06 17:22:25,20
14245,ЦБ006104,2023-06-06 17:22:25,5
14247,ЦБ005926,2023-06-06 17:22:25,2
14248,ЦБ011790,2023-06-06 17:22:25,1
14249,ЦБ014699,2023-06-06 17:22:25,2
14250,ЦБ010352,2023-06-06 17:22:25,2
14251,ЦБ009264,2023-06-06 17:22:25,4
14252,ЦБ022876,2023-06-06 17:22:25,30
14253,ЦБ017003,2023-06-06 17:22:25,5
14255,00004632,2023-06-06 17:22:25,1
14257,ЦБ017930,2023-06-06 17:22:25,50
14258,ЦБ011277,2023-08-11 12:05:49,1
14259,ЦБ017030,2023-06-06 17:22:25,4
14261,ЦБ020187,2023-06-06 17:22:25,7
14263,ЦБ006477,2023-06-07 11:31:04,4
14264,ЦБ010656,2023-06-07 11:31:04,4
14266,ЦБ008013,2023-06-07 11:31:04,2
14269,ЦБ019486,2023-06-07 12:20:10,2
14270,ЦБ013815,2023-06-07 12:20:10,4
14271,ЦБ019585,2023-06-07 12:20:10,8
14272,ЦБ012902,2023-06-07 12:20:10,1
14276,ЦБ018133,2023-06-07 12:20:10,2
14278,00004697,2023-06-07 12:20:10,4
14279,ЦБ021533,2023-06-07 12:20:10,8
14281,00004534,2023-06-07 12:20:10,3
14284,00003901,2023-07-28 14:59:31,4
14286,ЦБ001741,2023-07-28 14:59:31,1
14287,ЦБ001738,2023-07-28 14:59:31,2
14288,ЦБ002730,2023-07-28 14:59:31,2
14289,ЦБ018009,2023-08-10 12:12:11,1
14290,ЦБ010792,2023-08-10 12:12:11,2
14291,00003861,2023-08-10 12:12:11,2
14292,00004756,2023-08-21 17:15:28,1
14293,ЦБ018395,2023-06-07 12:49:42,2
14294,ЦБ018431,2023-06-07 12:49:42,1
14295,ЦБ017721,2023-06-07 12:49:42,1
14297,ЦБ011036,2023-06-07 12:49:42,2
14298,ЦБ021433,2023-06-07 12:49:42,5
14299,ЦБ018716,2023-06-07 12:49:42,2
14300,ЦБ021364,2023-06-07 12:49:42,3
14301,ЦБ010100,2023-06-07 12:49:42,3
14302,ЦБ001773,2023-06-07 12:49:42,1
14303,ЦБ004416,2023-06-07 14:04:28,1
14304,00003864,2023-06-07 14:04:28,2
14305,00004071,2023-06-07 14:04:28,2
14306,ЦБ016495,2023-06-07 14:04:28,2
14307,ЦБ011169,2023-07-28 15:00:02,2
14310,00004660,2023-06-07 15:03:30,1
14314,ЦБ020776,2023-07-28 15:00:02,1
14315,ЦБ002823,2023-07-28 15:00:02,4
14316,ЦБ017034,2023-07-28 15:00:02,1
14317,ЦБ018224,2023-07-28 15:00:02,1
14318,ЦБ011879,2023-07-28 15:00:02,2
14319,ЦБ018448,2023-08-10 12:13:32,2
14320,ЦБ008080,2023-08-10 12:13:32,1
14321,ЦБ008079,2023-08-10 12:13:32,1
14322,ЦБ019170,2023-08-10 12:13:32,2
14323,ЦБ023461,2023-08-10 12:13:32,1
14324,ЦБ018154,2023-08-21 17:15:28,2
14325,00004433,2023-12-29 14:45:47,6
14327,ЦБ006644,2023-07-28 15:01:32,1
14328,ЦБ006723,2023-07-28 15:01:32,2
14329,ЦБ021386,2023-07-28 15:01:32,1
14330,00004071,2023-07-28 15:01:32,2
14331,00004381,2023-11-20 16:02:58,2
14332,00004477,2024-08-12 14:04:25,1
14333,ЦБ001262,2024-03-06 12:53:58,4
14334,ЦБ022101,2024-03-06 12:53:58,2
14335,ЦБ001980,2024-03-06 12:53:58,10
14336,ЦБ002750,2024-03-06 12:53:58,10
14337,00004905,2023-08-14 10:54:03,2
14339,ЦБ012952,2023-08-29 16:34:36,13
14340,ЦБ015107,2023-08-29 16:34:36,1
14342,ЦБ011211,2023-08-30 14:49:14,1
14343,ЦБ012862,2023-08-30 14:49:14,1
14344,ЦБ018578,2023-08-30 14:50:02,1
14345,ЦБ020959,2023-08-30 15:01:34,2
14346,00004589,2023-08-30 15:01:34,2
14347,00004072,2023-08-30 15:01:34,1
14348,ЦБ023043,2023-08-30 15:01:34,2
14350,ЦБ019055,2023-08-10 15:25:31,1
14353,ЦБ010710,2023-08-10 15:25:31,2
14354,ЦБ009389,2023-08-10 15:25:31,2
14355,ЦБ002364,2023-08-10 15:25:31,2
14356,ЦБ020344,2023-08-10 15:25:31,40
14357,ЦБ016795,2023-08-10 15:25:31,1
14358,ЦБ020396,2023-08-10 15:25:31,1
14359,ЦБ017132,2023-08-10 15:25:31,2
14360,ЦБ010478,2023-08-10 15:25:31,2
14361,ЦБ018229,2023-08-10 15:25:31,1
14362,ЦБ022232,2023-08-11 12:03:27,3
14363,ЦБ010931,2023-08-11 12:03:27,1
14364,ЦБ006297,2023-08-11 12:03:27,1
14365,ЦБ011559,2023-08-11 12:03:27,1
14366,ЦБ011168,2023-08-11 12:03:27,1
14367,00004789,2023-08-11 12:03:27,1
14368,00004916,2023-08-11 12:03:27,2
14369,ЦБ016531,2023-08-11 12:03:27,1
14370,ЦБ014197,2024-03-06 12:53:58,8
14371,00004197,2024-03-06 12:53:58,4
14373,ЦБ001164,2023-07-28 16:09:01,2
14375,ЦБ018590,2023-07-28 16:09:31,2
14376,ЦБ019753,2024-03-06 12:53:58,2
14377,00003132,2023-07-28 16:09:31,10
14378,ЦБ003179,2023-07-28 16:09:31,2
14380,ЦБ012898,2023-08-25 12:19:41,1
14381,00003558,2023-08-25 12:19:41,2
14384,ЦБ020390,2023-08-30 14:50:38,2
14385,ЦБ021647,2023-08-30 14:50:38,2
14387,ЦБ009140,2023-08-30 14:50:38,4
14388,ЦБ021136,2023-08-30 14:50:38,3
14389,ЦБ004059,2023-08-30 15:01:34,2
14390,ЦБ010478,2023-08-30 15:01:34,4
14391,ЦБ017416,2023-08-30 15:01:34,1
14392,ЦБ021683,2023-08-30 15:01:34,1
14393,ЦБ014197,2023-08-30 16:39:41,3
14394,00005015,2023-08-30 16:39:41,1
14395,ЦБ006431,2023-08-30 16:39:41,1
14399,ЦБ020352,2023-07-31 12:42:39,2
14400,ЦБ018723,2023-07-31 12:42:39,2
14401,ЦБ011169,2024-03-06 12:53:58,2
14402,ЦБ015565,2024-03-06 12:53:58,1
14403,ЦБ010526,2024-03-06 12:53:58,5
14404,ЦБ017487,2024-03-06 12:53:58,1
14405,ЦБ017486,2024-03-06 12:53:58,1
14408,ЦБ013802,2024-03-06 12:53:58,1
14410,ЦБ009131,2024-03-06 12:53:58,1
14411,ЦБ009464,2024-03-06 12:53:58,3
14412,00002925,2024-03-06 12:53:58,4
14413,00004087,2024-03-06 12:53:58,1
14414,ЦБ021364,2023-08-25 12:20:35,5
14416,ЦБ018728,2023-08-25 12:20:35,1
14417,ЦБ018742,2023-08-25 12:20:35,3
14418,ЦБ022692,2023-08-25 12:21:51,3
14419,00004848,2023-08-25 12:21:51,50
14420,ЦБ011091,2023-07-31 12:43:35,10
14421,ЦБ002750,2023-08-11 12:14:22,2
14425,00004491,2023-10-03 15:36:20,1
14426,ЦБ018725,2024-03-06 12:53:58,3
14427,ЦБ012862,2023-08-22 12:29:54,1
14428,ЦБ014207,2023-08-22 12:43:19,1
14429,00003914,2023-08-22 12:43:19,1
14431,ЦБ009329,2023-08-22 12:43:19,1
14432,ЦБ002895,2023-08-22 12:43:19,2
14433,ЦБ002725,2023-08-25 12:21:51,2
14434,ЦБ002728,2023-08-25 12:21:51,2
14435,ЦБ018930,2023-08-25 12:21:51,1
14437,ЦБ012731,2023-08-25 12:21:51,3
14438,ЦБ013316,2023-08-25 12:21:51,10
14439,ЦБ014076,2023-08-25 12:21:51,2
14440,ЦБ009823,2023-08-25 12:21:51,1
14441,00004013,2023-08-30 14:55:19,1
14442,ЦБ016923,2023-08-30 14:55:19,1
14443,ЦБ018417,2023-08-30 14:55:19,2
14444,ЦБ002802,2023-10-03 15:36:20,2
14445,ЦБ023582,2023-10-03 15:36:20,6
14446,00004291,2023-10-03 15:36:20,1
14448,ЦБ010557,2023-10-03 15:36:20,1
14449,ЦБ017261,2023-08-14 12:15:27,2
14450,ЦБ010671,2023-08-14 12:15:27,1
14452,ЦБ004040,2023-08-14 12:15:27,2
14453,ЦБ009389,2023-08-14 12:15:27,2
14454,ЦБ022219,2023-08-14 12:15:27,10
14456,ЦБ006371,2023-08-14 12:18:56,5
14457,ЦБ003060,2023-08-14 12:18:56,2
14459,00005426,2024-03-06 12:53:58,1
14460,00004742,2024-03-06 12:53:58,1
14461,ЦБ013910,2023-12-05 12:17:43,7
14464,ЦБ000908,2023-12-18 10:34:37,1
14467,ЦБ006759,2023-12-26 14:15:02,2
14468,ЦБ001750,2023-10-03 15:39:43,1
14469,00003997,2023-08-14 12:18:33,1
14471,00004712,2023-10-03 15:39:43,2
14472,ЦБ014232,2023-11-20 16:34:22,2
14473,ЦБ017075,2023-11-20 16:34:22,3
14474,ЦБ019847,2023-10-10 17:13:06,10
14475,ЦБ013067,2023-10-10 17:13:06,1
14476,ЦБ011559,2023-08-22 12:42:26,2
14477,ЦБ018506,2023-08-22 12:42:26,2
